SENT_ID,SENT_CONTENT,PHEN_ID,PHEN,WIKI_SUMMARY,WIKI_URL,WIKI_SEARCH_CONTENT
35," Some travelers are seeing high prices, said Hoppers lead economist, Hayley Berg, because airlines have adapted to increased fuel costs and staffing constraints by shifting capacity to larger planes flying between major hubs, leaving smaller airports such as Jacksonville with less competition and inflated fares",382,with less competition,,https://en.wikipedia.org/wiki/Anti-competitive_practices,Anti-competitive practices
35," Some travelers are seeing high prices, said Hoppers lead economist, Hayley Berg, because airlines have adapted to increased fuel costs and staffing constraints by shifting capacity to larger planes flying between major hubs, leaving smaller airports such as Jacksonville with less competition and inflated fares",382,with less competition,,https://en.wikipedia.org/wiki/Interspecific_competition,Interspecific competition
35," Some travelers are seeing high prices, said Hoppers lead economist, Hayley Berg, because airlines have adapted to increased fuel costs and staffing constraints by shifting capacity to larger planes flying between major hubs, leaving smaller airports such as Jacksonville with less competition and inflated fares",382,with less competition,,https://en.wikipedia.org/wiki/Monopolistic_competition,Monopolistic competition
35," Some travelers are seeing high prices, said Hoppers lead economist, Hayley Berg, because airlines have adapted to increased fuel costs and staffing constraints by shifting capacity to larger planes flying between major hubs, leaving smaller airports such as Jacksonville with less competition and inflated fares",382,with less competition,,https://en.wikipedia.org/wiki/Diurnality,Diurnality
35," Some travelers are seeing high prices, said Hoppers lead economist, Hayley Berg, because airlines have adapted to increased fuel costs and staffing constraints by shifting capacity to larger planes flying between major hubs, leaving smaller airports such as Jacksonville with less competition and inflated fares",382,with less competition,,https://en.wikipedia.org/wiki/Intraspecific_competition,Intraspecific competition
35," Some travelers are seeing high prices, said Hoppers lead economist, Hayley Berg, because airlines have adapted to increased fuel costs and staffing constraints by shifting capacity to larger planes flying between major hubs, leaving smaller airports such as Jacksonville with less competition and inflated fares",382,with less competition,,https://en.wikipedia.org/wiki/Swimsuit_competition,Swimsuit competition
35," Some travelers are seeing high prices, said Hoppers lead economist, Hayley Berg, because airlines have adapted to increased fuel costs and staffing constraints by shifting capacity to larger planes flying between major hubs, leaving smaller airports such as Jacksonville with less competition and inflated fares",382,with less competition,,https://en.wikipedia.org/wiki/Competition_(biology),Competition (biology)
35," Some travelers are seeing high prices, said Hoppers lead economist, Hayley Berg, because airlines have adapted to increased fuel costs and staffing constraints by shifting capacity to larger planes flying between major hubs, leaving smaller airports such as Jacksonville with less competition and inflated fares",382,with less competition,,https://en.wikipedia.org/wiki/Bertrand_competition,Bertrand competition
35," Some travelers are seeing high prices, said Hoppers lead economist, Hayley Berg, because airlines have adapted to increased fuel costs and staffing constraints by shifting capacity to larger planes flying between major hubs, leaving smaller airports such as Jacksonville with less competition and inflated fares",382,with less competition,,https://en.wikipedia.org/wiki/Competition_law,Competition law
35," Some travelers are seeing high prices, said Hoppers lead economist, Hayley Berg, because airlines have adapted to increased fuel costs and staffing constraints by shifting capacity to larger planes flying between major hubs, leaving smaller airports such as Jacksonville with less competition and inflated fares",383,inflated fares,,https://en.wikipedia.org/wiki/Wright_Amendment,Wright Amendment
35," Some travelers are seeing high prices, said Hoppers lead economist, Hayley Berg, because airlines have adapted to increased fuel costs and staffing constraints by shifting capacity to larger planes flying between major hubs, leaving smaller airports such as Jacksonville with less competition and inflated fares",383,inflated fares,,https://en.wikipedia.org/wiki/Menu,Menu
35," Some travelers are seeing high prices, said Hoppers lead economist, Hayley Berg, because airlines have adapted to increased fuel costs and staffing constraints by shifting capacity to larger planes flying between major hubs, leaving smaller airports such as Jacksonville with less competition and inflated fares",383,inflated fares,,https://en.wikipedia.org/wiki/Republic_TV,Republic TV
35," Some travelers are seeing high prices, said Hoppers lead economist, Hayley Berg, because airlines have adapted to increased fuel costs and staffing constraints by shifting capacity to larger planes flying between major hubs, leaving smaller airports such as Jacksonville with less competition and inflated fares",383,inflated fares,,https://en.wikipedia.org/wiki/List_of_The_George_Burns_and_Gracie_Allen_Show_episodes,List of The George Burns and Gracie Allen Show episodes
35," Some travelers are seeing high prices, said Hoppers lead economist, Hayley Berg, because airlines have adapted to increased fuel costs and staffing constraints by shifting capacity to larger planes flying between major hubs, leaving smaller airports such as Jacksonville with less competition and inflated fares",383,inflated fares,,https://en.wikipedia.org/wiki/809_scam,809 scam
35," Some travelers are seeing high prices, said Hoppers lead economist, Hayley Berg, because airlines have adapted to increased fuel costs and staffing constraints by shifting capacity to larger planes flying between major hubs, leaving smaller airports such as Jacksonville with less competition and inflated fares",383,inflated fares,,https://en.wikipedia.org/wiki/Ubud,Ubud
35," Some travelers are seeing high prices, said Hoppers lead economist, Hayley Berg, because airlines have adapted to increased fuel costs and staffing constraints by shifting capacity to larger planes flying between major hubs, leaving smaller airports such as Jacksonville with less competition and inflated fares",383,inflated fares,,https://en.wikipedia.org/wiki/So_I_Married_an_Axe_Murderer,So I Married an Axe Murderer
35," Some travelers are seeing high prices, said Hoppers lead economist, Hayley Berg, because airlines have adapted to increased fuel costs and staffing constraints by shifting capacity to larger planes flying between major hubs, leaving smaller airports such as Jacksonville with less competition and inflated fares",383,inflated fares,,https://en.wikipedia.org/wiki/Beijing_Bus,Beijing Bus
35," Some travelers are seeing high prices, said Hoppers lead economist, Hayley Berg, because airlines have adapted to increased fuel costs and staffing constraints by shifting capacity to larger planes flying between major hubs, leaving smaller airports such as Jacksonville with less competition and inflated fares",383,inflated fares,,https://en.wikipedia.org/wiki/Smartmatic,Smartmatic
35," Some travelers are seeing high prices, said Hoppers lead economist, Hayley Berg, because airlines have adapted to increased fuel costs and staffing constraints by shifting capacity to larger planes flying between major hubs, leaving smaller airports such as Jacksonville with less competition and inflated fares",383,inflated fares,,https://en.wikipedia.org/wiki/East-West_Airlines_(Australia),East-West Airlines (Australia)
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",395,scant airlines managed,,https://en.wikipedia.org/wiki/Wake_Island,Wake Island
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",395,scant airlines managed,,https://en.wikipedia.org/wiki/List_of_serial_killers_by_number_of_victims,List of serial killers by number of victims
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",395,scant airlines managed,,https://en.wikipedia.org/wiki/Russian_oligarchs,Russian oligarchs
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",395,scant airlines managed,,https://en.wikipedia.org/wiki/Go_(game),Go (game)
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",395,scant airlines managed,,https://en.wikipedia.org/wiki/Parthian_Empire,Parthian Empire
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",395,scant airlines managed,,https://en.wikipedia.org/wiki/Berlin_Blockade,Berlin Blockade
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",395,scant airlines managed,,"https://en.wikipedia.org/wiki/San_Juan,_Puerto_Rico","San Juan, Puerto Rico"
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",395,scant airlines managed,,https://en.wikipedia.org/wiki/Cuba,Cuba
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",395,scant airlines managed,,https://en.wikipedia.org/wiki/Broadway_theatre,Broadway theatre
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",395,scant airlines managed,,https://en.wikipedia.org/wiki/Lahore,Lahore
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",400,additional fuel expenses on,,https://en.wikipedia.org/wiki/Fuel_card,Fuel card
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",400,additional fuel expenses on,,https://en.wikipedia.org/wiki/Vegetable_oil_fuel,Vegetable oil fuel
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",400,additional fuel expenses on,,https://en.wikipedia.org/wiki/Corporate_average_fuel_economy,Corporate average fuel economy
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",400,additional fuel expenses on,,https://en.wikipedia.org/wiki/Carbon-neutral_fuel,Carbon-neutral fuel
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",400,additional fuel expenses on,,https://en.wikipedia.org/wiki/Portable_stove,Portable stove
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",400,additional fuel expenses on,,https://en.wikipedia.org/wiki/Fossil_fuel_phase-out,Fossil fuel phase-out
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",400,additional fuel expenses on,,https://en.wikipedia.org/wiki/RP-1,RP-1
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",400,additional fuel expenses on,,https://en.wikipedia.org/wiki/Burnup,Burnup
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",400,additional fuel expenses on,,https://en.wikipedia.org/wiki/Chartering_(shipping),Chartering (shipping)
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",400,additional fuel expenses on,,https://en.wikipedia.org/wiki/Femi_Otedola,Femi Otedola
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",401,customers within six months,,https://en.wikipedia.org/wiki/Six_Sigma,Six Sigma
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",401,customers within six months,,https://en.wikipedia.org/wiki/Thomas_Edison,Thomas Edison
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",401,customers within six months,,https://en.wikipedia.org/wiki/The_Mythical_Man-Month,The Mythical Man-Month
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",401,customers within six months,,https://en.wikipedia.org/wiki/War_of_the_currents,War of the currents
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",401,customers within six months,,https://en.wikipedia.org/wiki/B&Q,B&Q
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",401,customers within six months,,https://en.wikipedia.org/wiki/List_of_Six_Feet_Under_episodes,List of Six Feet Under episodes
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",401,customers within six months,,https://en.wikipedia.org/wiki/Zendesk,Zendesk
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",401,customers within six months,,https://en.wikipedia.org/wiki/Statutory_liquidity_ratio,Statutory liquidity ratio
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",401,customers within six months,,https://en.wikipedia.org/wiki/Google_Workspace,Google Workspace
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",401,customers within six months,,https://en.wikipedia.org/wiki/EE_Limited,EE Limited
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",403,Raymond James ,,https://en.wikipedia.org/wiki/Raymond_James_Financial,Raymond James Financial
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",403,Raymond James ,,https://en.wikipedia.org/wiki/Raymond_James_Stadium,Raymond James Stadium
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",403,Raymond James ,,https://en.wikipedia.org/wiki/Michael_Raymond-James,Michael Raymond-James
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",403,Raymond James ,,https://en.wikipedia.org/wiki/Robert_James_(businessman),Robert James (businessman)
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",403,Raymond James ,,https://en.wikipedia.org/wiki/James_Hadley_Chase,James Hadley Chase
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",403,Raymond James ,,https://en.wikipedia.org/wiki/Alex._Brown_&_Sons,Alex. Brown & Sons
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",403,Raymond James ,,https://en.wikipedia.org/wiki/Tampa_Bay_Buccaneers,Tampa Bay Buccaneers
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",403,Raymond James ,,https://en.wikipedia.org/wiki/Raymond_James_Sontag,Raymond James Sontag
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",403,Raymond James ,,https://en.wikipedia.org/wiki/Sweet_Girl_(film),Sweet Girl (film)
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",403,Raymond James ,,https://en.wikipedia.org/wiki/Raymond_James_Morgan_Keegan,Raymond James Morgan Keegan
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",404,airline analyst,,https://en.wikipedia.org/wiki/Malaysia_Airlines,Malaysia Airlines
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",404,airline analyst,,https://en.wikipedia.org/wiki/Eastwind_Airlines,Eastwind Airlines
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",404,airline analyst,,https://en.wikipedia.org/wiki/IndiGo,IndiGo
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",404,airline analyst,,https://en.wikipedia.org/wiki/Malaysia_Airlines_Flight_370,Malaysia Airlines Flight 370
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",404,airline analyst,,https://en.wikipedia.org/wiki/Air_Florida_Flight_90,Air Florida Flight 90
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",404,airline analyst,,https://en.wikipedia.org/wiki/Alaska_Airlines,Alaska Airlines
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",404,airline analyst,,https://en.wikipedia.org/wiki/Singapore_Airlines,Singapore Airlines
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",404,airline analyst,,https://en.wikipedia.org/wiki/Bob_Jordan_(businessman),Bob Jordan (businessman)
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",404,airline analyst,,https://en.wikipedia.org/wiki/China_Southern_Airlines,China Southern Airlines
36,"Last year, when demand for flights was high and supply was scant, airlines managed to pass all of their additional fuel expenses on to customers within six months, said Raymond James airline analyst Savanthi Syth",404,airline analyst,,https://en.wikipedia.org/wiki/Kingfisher_Airlines,Kingfisher Airlines
37," This year, airlines reaction to rising fuel costs will probably take a little bit longer, she said",408,year airlines reaction,,https://en.wikipedia.org/wiki/Frontier_Airlines,Frontier Airlines
37," This year, airlines reaction to rising fuel costs will probably take a little bit longer, she said",408,year airlines reaction,,https://en.wikipedia.org/wiki/2017_United_Express_passenger_removal,2017 United Express passenger removal
37," This year, airlines reaction to rising fuel costs will probably take a little bit longer, she said",408,year airlines reaction,,https://en.wikipedia.org/wiki/Malaysia_Airlines_Flight_17,Malaysia Airlines Flight 17
37," This year, airlines reaction to rising fuel costs will probably take a little bit longer, she said",408,year airlines reaction,,https://en.wikipedia.org/wiki/International_reactions_to_the_Malaysia_Airlines_Flight_17_shootdown,International reactions to the Malaysia Airlines Flight 17 shootdown
37," This year, airlines reaction to rising fuel costs will probably take a little bit longer, she said",408,year airlines reaction,,https://en.wikipedia.org/wiki/Turkish_Airlines_fleet,Turkish Airlines fleet
37," This year, airlines reaction to rising fuel costs will probably take a little bit longer, she said",408,year airlines reaction,,https://en.wikipedia.org/wiki/Olympic_Airlines,Olympic Airlines
37," This year, airlines reaction to rising fuel costs will probably take a little bit longer, she said",408,year airlines reaction,,https://en.wikipedia.org/wiki/List_of_American_Airlines_accidents_and_incidents,List of American Airlines accidents and incidents
37," This year, airlines reaction to rising fuel costs will probably take a little bit longer, she said",408,year airlines reaction,,https://en.wikipedia.org/wiki/Copa_Airlines_Flight_201,Copa Airlines Flight 201
37," This year, airlines reaction to rising fuel costs will probably take a little bit longer, she said",408,year airlines reaction,,https://en.wikipedia.org/wiki/Ethiopian_Airlines_Flight_302,Ethiopian Airlines Flight 302
37," This year, airlines reaction to rising fuel costs will probably take a little bit longer, she said",408,year airlines reaction,,https://en.wikipedia.org/wiki/AB_Airlines,AB Airlines
37," This year, airlines reaction to rising fuel costs will probably take a little bit longer, she said",409,rising fuel costs will probably,,https://en.wikipedia.org/wiki/Breeder_reactor,Breeder reactor
37," This year, airlines reaction to rising fuel costs will probably take a little bit longer, she said",409,rising fuel costs will probably,,https://en.wikipedia.org/wiki/Corporate_average_fuel_economy,Corporate average fuel economy
37," This year, airlines reaction to rising fuel costs will probably take a little bit longer, she said",409,rising fuel costs will probably,,https://en.wikipedia.org/wiki/Gasoline_and_diesel_usage_and_pricing,Gasoline and diesel usage and pricing
37," This year, airlines reaction to rising fuel costs will probably take a little bit longer, she said",409,rising fuel costs will probably,,https://en.wikipedia.org/wiki/Petroleum,Petroleum
37," This year, airlines reaction to rising fuel costs will probably take a little bit longer, she said",409,rising fuel costs will probably,,https://en.wikipedia.org/wiki/Food_vs._fuel,Food vs. fuel
37," This year, airlines reaction to rising fuel costs will probably take a little bit longer, she said",409,rising fuel costs will probably,,https://en.wikipedia.org/wiki/Climate_change,Climate change
37," This year, airlines reaction to rising fuel costs will probably take a little bit longer, she said",409,rising fuel costs will probably,"Algae fuel, algal biofuel, or algal oil is an alternative to liquid fossil fuels that uses algae as its source of energy-rich oils. Also, algae fuels are an alternative to commonly known biofuel sources, such as corn and sugarcane.",https://en.wikipedia.org/wiki/Algae_fuel,Algae fuel
37," This year, airlines reaction to rising fuel costs will probably take a little bit longer, she said",409,rising fuel costs will probably,,https://en.wikipedia.org/wiki/Renewable_energy,Renewable energy
37," This year, airlines reaction to rising fuel costs will probably take a little bit longer, she said",409,rising fuel costs will probably,,https://en.wikipedia.org/wiki/Gasoline,Gasoline
37," This year, airlines reaction to rising fuel costs will probably take a little bit longer, she said",409,rising fuel costs will probably,,https://en.wikipedia.org/wiki/Boeing_737_MAX,Boeing 737 MAX
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",417,jet fuels run could,,https://en.wikipedia.org/wiki/Jet_fuel,Jet fuel
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",417,jet fuels run could,,https://en.wikipedia.org/wiki/Aviation_fuel,Aviation fuel
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",417,jet fuels run could,,https://en.wikipedia.org/wiki/Jet_pack,Jet pack
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",417,jet fuels run could,,https://en.wikipedia.org/wiki/Jet_engine,Jet engine
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",417,jet fuels run could,,https://en.wikipedia.org/wiki/Zip_fuel,Zip fuel
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",417,jet fuels run could,,https://en.wikipedia.org/wiki/Internal_combustion_engine,Internal combustion engine
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",417,jet fuels run could,,https://en.wikipedia.org/wiki/Ramjet,Ramjet
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",417,jet fuels run could,,https://en.wikipedia.org/wiki/Airbreathing_jet_engine,Airbreathing jet engine
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",417,jet fuels run could,,https://en.wikipedia.org/wiki/Fuel_tax,Fuel tax
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",417,jet fuels run could,,https://en.wikipedia.org/wiki/JATO,JATO
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",424,oil markets reaction,,https://en.wikipedia.org/wiki/1979_oil_crisis,1979 oil crisis
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",424,oil markets reaction,,https://en.wikipedia.org/wiki/Petroleum,Petroleum
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",424,oil markets reaction,,https://en.wikipedia.org/wiki/Tea_tree_oil,Tea tree oil
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",424,oil markets reaction,,https://en.wikipedia.org/wiki/OPEC,OPEC
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",424,oil markets reaction,,https://en.wikipedia.org/wiki/Reactions_to_the_Deepwater_Horizon_oil_spill,Reactions to the Deepwater Horizon oil spill
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",424,oil markets reaction,,https://en.wikipedia.org/wiki/Essential_oil,Essential oil
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",424,oil markets reaction,,https://en.wikipedia.org/wiki/Mineral_oil,Mineral oil
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",424,oil markets reaction,,https://en.wikipedia.org/wiki/Kerosene,Kerosene
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",424,oil markets reaction,,https://en.wikipedia.org/wiki/Palm_oil,Palm oil
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",424,oil markets reaction,,https://en.wikipedia.org/wiki/Linseed_oil,Linseed oil
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",427,Vikas Dwivedi ,,https://en.wikipedia.org/wiki/Harsh_Mayar,Harsh Mayar
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",427,Vikas Dwivedi ,,https://en.wikipedia.org/wiki/Dubey,Dubey
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",427,Vikas Dwivedi ,,https://en.wikipedia.org/wiki/Gabbar_Is_Back,Gabbar Is Back
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",427,Vikas Dwivedi ,,https://en.wikipedia.org/wiki/Entertainment_Ki_Raat,Entertainment Ki Raat
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",427,Vikas Dwivedi ,,https://en.wikipedia.org/wiki/Shrimad_Bhagwat_Mahapuran,Shrimad Bhagwat Mahapuran
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",427,Vikas Dwivedi ,,https://en.wikipedia.org/wiki/Khatra_Khatra_Khatra,Khatra Khatra Khatra
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",427,Vikas Dwivedi ,,https://en.wikipedia.org/wiki/Manoj_Prasad,Manoj Prasad
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",427,Vikas Dwivedi ,,https://en.wikipedia.org/wiki/Parapancha,Parapancha
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",427,Vikas Dwivedi ,,https://en.wikipedia.org/wiki/Saraswati_Shishu_Vidya_Mandir_(Dhurwa),Saraswati Shishu Vidya Mandir (Dhurwa)
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",427,Vikas Dwivedi ,,https://en.wikipedia.org/wiki/Queen_(2013_film),Queen (2013 film)
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",428,global oil,,https://en.wikipedia.org/wiki/Peak_oil,Peak oil
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",428,global oil,,https://en.wikipedia.org/wiki/List_of_countries_by_oil_production,List of countries by oil production
38,"Still, jet fuels run could be stopped short by the oil markets reaction to it, said Vikas Dwivedi, global oil and gas strategist at Macquarie Group",428,global oil,,https://en.wikipedia.org/wiki/Petroleum,Petroleum
